,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,rsi
353,2020-11-12,56.810001,57.369999,56.48,56.84,54.418884,2902900.0,2902900.0,0.03,0.053,56.89667,"November 12, 20",0.00053,53.684903903539066
354,2020-11-11,57.540001,58.080002,57.32,58.02,55.548626,4069700.0,4069700.0,0.48,0.834,57.80667,"November 11, 20",0.00834,55.31092827222776
355,2020-11-10,56.639999,56.849998,55.98,56.57,54.160385,5835800.0,5835800.0,-0.07,-0.124,56.46667,"November 10, 20",-0.00124,53.61922195841719
356,2020-11-09,54.77,55.119999,53.889999,54.049999,51.747723,4381300.0,4381300.0,-0.72,-1.315,54.35333,"November 09, 20",-0.01315,50.42279753876588
357,2020-11-06,55.689999,55.959999,55.439999,55.52,53.155109,3686300.0,3686300.0,-0.17,-0.305,55.64,"November 06, 20",-0.00305,52.49080765094683
358,2020-11-05,56.060001,56.380001,55.110001,55.16,52.810444,6660900.0,6660900.0,-0.9,-1.605,55.55,"November 05, 20",-0.01605,52.01851591805666
359,2020-11-04,53.950001,55.369999,53.91,55.040001,52.695557,7385800.0,7385800.0,1.09,2.02,54.77333,"November 04, 20",0.0202,51.86219388619877
360,2020-11-03,51.459999,52.07,51.290001,51.700001,49.497822,4156800.0,4156800.0,0.24,0.466,51.68667,"November 03, 20",0.00466,47.1670810288745
361,2020-11-02,50.470001,50.720001,50.150002,50.619999,48.463825,5368800.0,5368800.0,0.15,0.297,50.49667,"November 02, 20",0.00297,45.48206791380102
362,2020-10-30,50.919998,51.200001,49.790001,50.16,48.023422,4761600.0,4761600.0,-0.76,-1.493,50.38333,"October 30, 20",-0.01493,44.74651012760876
363,2020-10-29,51.040001,51.450001,50.41,51.07,48.894657,3534000.0,3534000.0,0.03,0.059,50.97667,"October 29, 20",0.00059,45.948382155598985
364,2020-10-28,51.889999,51.950001,50.91,50.98,48.808491,5263200.0,5263200.0,-0.91,-1.754,51.28,"October 28, 20",-0.01754,45.80730164366727
